epoch,num_batches,mean_abs_td_error,mean_target,mean_q,max_q,min_q,policy_return,chose_short_path,selected_optimal_path
0.0,600.0,0.008107097704511956,0.0070916593866103515,0.0006791146037254711,0.10089198421889284,-0.002809714004915728,0.13533300490703204,0.0,0.0
1.0,600.0,0.007985646357723782,0.00782032810202454,0.0013931328099974927,0.19080278579700355,-0.0025017449358133914,0.13533300490703204,0.0,0.0
2.0,600.0,0.007585857329395257,0.00824008145516519,0.0020777135991407003,0.2717225072173032,-0.0022233850132386736,0.13533300490703204,0.0,0.0
3.0,600.0,0.007400178223901253,0.008826828663065311,0.002752500891757721,0.34455025649557286,-0.0020201347706201274,0.13533300490703204,0.0,0.0
4.0,600.0,0.007514581946695926,0.00969249808299009,0.003446364028521769,0.41009523084601557,-0.0018967028180650043,0.13533300490703204,0.0,0.0
5.0,600.0,0.007671801811640138,0.010603511013725668,0.004161929942602857,0.469085707761414,-0.0017846174258091343,0.13533300490703204,0.0,0.0
6.0,600.0,0.007553926187491655,0.011257119694845398,0.0048712891179748825,0.5221771369852726,-0.0016805258860301349,0.13533300490703204,0.0,0.0
7.0,600.0,0.007458900849339389,0.011919508561918745,0.005575940373082658,0.5699594232867453,-0.0015840503506096887,0.13533300490703204,0.0,0.0
8.0,600.0,0.007507574034372832,0.012714665005361284,0.00628963093179391,0.6129634809580707,-0.0014940943614209366,0.13533300490703204,0.0,0.0
9.0,600.0,0.007402582128412829,0.013359667643245476,0.006996442094185742,0.6516671328622636,-0.0014131339711510598,0.13533300490703204,0.0,0.0
10.0,600.0,0.007425734762469694,0.014121690599518576,0.007708761884688139,0.6865004195760372,-0.0013338296330351858,0.13533300490703204,0.0,0.0
11.0,600.0,0.0072577539906221004,0.014696221205849706,0.00840729142915192,0.7178503776184335,-0.0012624557287308994,0.36972963764972644,1.0,1.0
12.0,600.0,0.007374005212719462,0.015535991948553369,0.009119935189963634,0.7460653398565902,-0.0012473534201425432,0.36972963764972644,1.0,1.0
13.0,600.0,0.0071944050519809144,0.016091854136697652,0.009816891798728767,0.7714588058709312,-0.0012473534201425432,0.36972963764972644,1.0,1.0
14.0,600.0,0.0072551434164363415,0.01686858712437321,0.010521816866819352,0.7943129252838381,-0.0012473534201425432,0.36972963764972644,1.0,1.0
15.0,600.0,0.007199361922340769,0.01753527177831545,0.011222908737591892,0.8148816327554543,-0.0012473534201425432,0.36972963764972644,1.0,1.0
16.0,600.0,0.0071622923590599795,0.01821460222720823,0.011921816085584836,0.8333934694799089,-0.0012473534201425432,0.36972963764972644,1.0,1.0
17.0,600.0,0.007138055637848001,0.018902703223264514,0.012619634847410625,0.850054122531918,-0.0012473534201425432,0.36972963764972644,1.0,1.0
18.0,600.0,0.0072016278852260075,0.019677282638480426,0.013325121988988092,0.8650487102787262,-0.0012473534201425432,0.36972963764972644,1.0,1.0
