epoch,num_batches,mean_abs_td_error,mean_target,mean_q,max_q,min_q,policy_return,chose_short_path,selected_optimal_path
0.0,600.0,0.008141818090136858,0.007093193514388396,0.0007045929746555285,0.10115153055042031,-0.002927972290997097,0.36972963764972644,1.0,1.0
1.0,600.0,0.008023844676119208,0.007823457887379013,0.0014163951838147837,0.19103637749537827,-0.002573476199173317,0.36972963764972644,1.0,1.0
2.0,600.0,0.007876750373954024,0.008497783740528954,0.002124479372847375,0.2719327397458404,-0.0023681009720902964,0.13533300490703204,0.0,0.0
3.0,600.0,0.007574855513270921,0.009002002644339218,0.0028121999067837688,0.34473946577125636,-0.002261368712742186,0.13533300490703204,0.0,0.0
4.0,600.0,0.007724484628567437,0.00991917029228451,0.0035228803915154467,0.41026551919413073,-0.0021502339168307386,0.13533300490703204,0.0,0.0
5.0,600.0,0.007456697151888624,0.010429932582063326,0.004213581412129641,0.4692389672747177,-0.002050212600510436,0.13533300490703204,0.0,0.0
6.0,600.0,0.007630247927906304,0.011354213348779896,0.004927649395406913,0.5223150705472459,-0.0019470249336720569,0.13533300490703204,0.0,0.0
7.0,600.0,0.007445302214042047,0.011936862578572183,0.005628580121972185,0.5700835634925213,-0.001848281869168728,0.13533300490703204,0.0,0.0
8.0,600.0,0.007583479321989537,0.012819938272117627,0.006347729368615767,0.6130752071432692,-0.0017539388205928407,0.13533300490703204,0.0,0.0
9.0,600.0,0.007454846749337752,0.013448869062592428,0.007057856794919711,0.6517676864289423,-0.001669030076874542,0.13533300490703204,0.0,0.0
10.0,600.0,0.007504675921140841,0.014242858705188665,0.007776369661129245,0.6865909177860481,-0.001587505553129933,0.13533300490703204,0.0,0.0
11.0,600.0,0.007376807731539929,0.014861342865124787,0.008484877794843604,0.7179318260074433,-0.0015095125617370555,0.36972963764972644,1.0,1.0
12.0,600.0,0.007363125705926911,0.01558297806051625,0.00919469658671197,0.746138643406699,-0.001435137603505047,0.36972963764972644,1.0,1.0
13.0,600.0,0.007285337831227592,0.016239091477854156,0.00989914215795965,0.7715247790660291,-0.0013644313690274353,0.36972963764972644,1.0,1.0
14.0,600.0,0.0073025144157561695,0.016979554976769992,0.010607185958797422,0.7943723011594263,-0.0012974118990428027,0.36972963764972644,1.0,1.0
15.0,600.0,0.00719859184697316,0.017601991142191502,0.01130666598454268,0.8149350710434836,-0.0012340620370891893,0.36972963764972644,1.0,1.0
16.0,600.0,0.007280856762519437,0.01839944237411718,0.012015939894232315,0.8334415639391353,-0.001171889056419738,0.36972963764972644,1.0,1.0
17.0,600.0,0.007047518629084418,0.01888913460556924,0.012703252434994212,0.8500974075452218,-0.001113746834160301,0.36972963764972644,1.0,1.0
18.0,600.0,0.007162556850625374,0.019704010590733397,0.01340331858361946,0.8650876667906996,-0.001061418834126808,0.36972963764972644,1.0,1.0
19.0,600.0,0.007174223331697371,0.020426977391900164,0.014105672372299084,0.8785789001116296,-0.0010258082036747837,0.36972963764972644,1.0,1.0
20.0,600.0,0.007143512767088155,0.021107916080815838,0.014805882588503145,0.8907210101004667,-0.0010206414323867226,0.36972963764972644,1.0,1.0
21.0,600.0,0.007252098015968131,0.021925527529414093,0.015517831013500712,0.9016489090904201,-0.0010206414323867226,0.36972963764972644,1.0,1.0
22.0,600.0,0.007093331649905208,0.022486427212392385,0.016214673045433243,0.911484018181378,-0.0010206414323867226,0.36972963764972644,1.0,1.0
23.0,600.0,0.007038169704695537,0.023135204396860263,0.016906707113889717,0.9203356163632402,-0.0010206414323867226,0.36972963764972644,1.0,1.0
24.0,600.0,0.007055839563657361,0.023850023977776403,0.017601018557501534,0.9283020547269162,-0.0010206414323867226,0.36972963764972644,1.0,1.0
25.0,600.0,0.007116360164341186,0.02461015434296412,0.018301910849197113,0.9354718492542246,-0.0010206414323867226,0.36972963764972644,1.0,1.0
26.0,600.0,0.007013080181018423,0.025213362669689467,0.01899303403244654,0.9419246643288021,-0.0010206414323867226,0.36972963764972644,1.0,1.0
27.0,600.0,0.007067447635369688,0.025962576664463905,0.019689965825676198,0.9477321978959219,-0.0010206414323867226,0.36972963764972644,1.0,1.0
28.0,600.0,0.007003695918103132,0.026600406721052863,0.02038098688991846,0.9529589781063297,-0.0010206414323867226,0.36972963764972644,1.0,1.0
29.0,600.0,0.0070401133213293995,0.02733177988630615,0.0210760433098434,0.9576630802956967,-0.0010206414323867226,0.36972963764972644,1.0,1.0
30.0,600.0,0.007084020988110964,0.028074063075108846,0.02177582255023151,0.961896772266127,-0.0010206414323867226,0.36972963764972644,1.0,1.0
31.0,600.0,0.006985436986675085,0.02867932230982639,0.02246614974379218,0.9657070950395144,-0.0010206414323867226,0.36972963764972644,1.0,1.0
32.0,600.0,0.006983890385299502,0.029371217218234887,0.02315663397615713,0.9691363855355629,-0.0010206414323867226,0.36972963764972644,1.0,1.0
33.0,600.0,0.006998403431195014,0.030078773094569064,0.023848825559644057,0.9722227469820066,-0.0010206414323867226,0.36972963764972644,1.0,1.0
34.0,600.0,0.006973678751794584,0.030749121798223887,0.02453883344381808,0.9750004722838059,-0.0010206414323867226,0.36972963764972644,1.0,1.0
