epoch,num_batches,mean_abs_td_error,mean_target,mean_q,max_q,min_q,policy_return,chose_short_path,selected_optimal_path
0.0,600.0,0.00808395688595233,0.007102230667535746,0.0007323872412356111,0.10130513775305786,-0.002913280724048554,0.36972963764972644,1.0,1.0
1.0,600.0,0.008098438782409805,0.007957380226631476,0.001454965897738029,0.1911746239777521,-0.002586527362898127,0.36972963764972644,1.0,1.0
2.0,600.0,0.007978603269934072,0.008663721817099129,0.0021759289049955856,0.2720571615799769,-0.0022924493378627423,0.36972963764972644,1.0,1.0
3.0,600.0,0.007593294821746951,0.009087982255266521,0.0028672280181184567,0.3448514454219792,-0.0020386474136846184,0.36972963764972644,1.0,1.0
4.0,600.0,0.007847103303588997,0.010104550197399852,0.0035910587924350536,0.4103663008797813,-0.0018585875590886528,0.36972963764972644,1.0,1.0
5.0,600.0,0.007589263483011999,0.010637790153133358,0.004295834280291144,0.4693296707918032,-0.0017760088894211835,0.36972963764972644,1.0,1.0
6.0,600.0,0.007579931042270685,0.011389605412748003,0.00500531645644798,0.5223967037126229,-0.0016921188537609695,0.36972963764972644,1.0,1.0
7.0,600.0,0.007551484581577085,0.012120243776736539,0.005716916126515876,0.5701570333413606,-0.001607552596426472,0.36972963764972644,1.0,1.0
8.0,600.0,0.007498731306549731,0.012821962785938112,0.006427528921759742,0.6131413300072245,-0.0015232842621091499,0.36972963764972644,1.0,1.0
9.0,600.0,0.007367582092734146,0.013437285747546322,0.0071286133272383005,0.651827197006502,-0.0014325692646842663,0.36972963764972644,1.0,1.0
10.0,600.0,0.00740679867340825,0.01421094400821883,0.007836954626534132,0.6866444773058519,-0.0013509257670018713,0.36972963764972644,1.0,1.0
11.0,600.0,0.0074506582987002665,0.014992168000426336,0.008552582417763143,0.7179800295752667,-0.0012990767738049098,0.36972963764972644,1.0,1.0
12.0,600.0,0.007310016666554793,0.015593166444834864,0.009256745425577712,0.74618202661774,-0.0012990767738049098,0.36972963764972644,1.0,1.0
13.0,600.0,0.007214236586233696,0.016224880139105825,0.009953661029890105,0.771563823955966,-0.0012990767738049098,0.36972963764972644,1.0,1.0
14.0,600.0,0.007142071448196798,0.016869883226604643,0.010645382136383134,0.7944074415603695,-0.0012990767738049098,0.36972963764972644,1.0,1.0
15.0,600.0,0.007265513665421075,0.01770305727843387,0.0113512452227595,0.8149666974043325,-0.0012990767738049098,0.36972963764972644,1.0,1.0
16.0,600.0,0.007229909042027792,0.01839044530078533,0.012055256421893958,0.8334700276638992,-0.0012990767738049098,0.36972963764972644,1.0,1.0
17.0,600.0,0.0071576737765114,0.0190344284013753,0.012753259428165799,0.8501230248975093,-0.0012990767738049098,0.36972963764972644,1.0,1.0
18.0,600.0,0.0071963621970588115,0.01978430607986506,0.01345644428030282,0.8651107224077584,-0.0012990767738049098,0.36972963764972644,1.0,1.0
19.0,600.0,0.00717497394741961,0.020476261753524235,0.014158500300464116,0.8785996501669826,-0.0012990767738049098,0.36972963764972644,1.0,1.0
