epoch,num_batches,mean_abs_td_error,mean_target,mean_q,max_q,min_q,policy_return,chose_short_path,selected_optimal_path
0.0,600.0,0.007964687884146594,0.006953036600066851,0.0007247307683622729,0.10085498977772722,-0.00298512761695655,0.36972963764972644,1.0,1.0
1.0,600.0,0.007974217310135987,0.007786837139513236,0.0014313610706466686,0.1907694907999545,-0.002677719904985573,0.36972963764972644,1.0,1.0
2.0,600.0,0.008010803609723005,0.008648435586890635,0.0021534713683832953,0.27169254171995905,-0.002405418508646898,0.36972963764972644,1.0,1.0
3.0,600.0,0.007841760017011389,0.009302536820717088,0.0028687708921347637,0.34452328754796313,-0.0021655439636596814,0.36972963764972644,1.0,1.0
4.0,600.0,0.007657797432328019,0.009913977878727723,0.003573677335204565,0.4100709587931668,-0.0019498900249483738,0.36972963764972644,1.0,1.0
5.0,600.0,0.007678996128652347,0.010709452103185071,0.004287637638321704,0.4690638629138501,-0.0018001123670357603,0.36972963764972644,1.0,1.0
6.0,600.0,0.007533351473840516,0.011335542435835197,0.004992809128289324,0.522157476622465,-0.001665312474914408,0.13533300490703204,0.0,0.0
7.0,600.0,0.007406462759235044,0.01196942715636653,0.005690852493706138,0.5699417289602186,-0.0015386064219865213,0.13533300490703204,0.0,0.0
8.0,600.0,0.007479107510644427,0.012783712895129811,0.006400521558803554,0.6129475560641967,-0.0014224340118449772,0.13533300490703204,0.0,0.0
9.0,600.0,0.007279972913082385,0.013332840294105204,0.007094137973613789,0.6516528004577771,-0.0013163526856825795,0.13533300490703204,0.0,0.0
10.0,600.0,0.007438048359350542,0.014217899161986468,0.007806900385908566,0.6864875204119993,-0.0012208794921364215,0.13533300490703204,0.0,0.0
11.0,600.0,0.00728700320917311,0.014811694715614674,0.008507768194100925,0.7178387683707994,-0.0011749856913349677,0.13533300490703204,0.0,0.0
12.0,600.0,0.007227551568958205,0.015478158503650535,0.009205197421509003,0.7460548915337195,-0.001149269620606509,0.13533300490703204,0.0,0.0
13.0,600.0,0.007243367509405836,0.01621258627105206,0.009906328294941076,0.7714494023803475,-0.001118684337159105,0.13533300490703204,0.0,0.0
14.0,600.0,0.007292402833449986,0.016982369701559055,0.010614326121051555,0.7943044621423128,-0.0010878413453011286,0.13533300490703204,0.0,0.0
15.0,600.0,0.007230800197830929,0.01764595564051781,0.011317884060370894,0.8148740159280815,-0.001059420343455209,0.13533300490703204,0.0,0.0
16.0,600.0,0.007165502855267992,0.01830078712484049,0.012016570342647836,0.8333866143352734,-0.0010282263956760955,0.13533300490703204,0.0,0.0
17.0,600.0,0.007257732663412899,0.019104745950175084,0.012725784514076091,0.8500479529017461,-0.0009996153722441634,0.13533300490703204,0.0,0.0
18.0,600.0,0.007198475077350945,0.01976667283805389,0.013430270299278,0.8650431576115715,-0.0009710732130723045,0.13533300490703204,0.0,0.0
19.0,600.0,0.007058417299867485,0.020341946650999653,0.014121834877812867,0.8785388418504143,-0.0009407839162783937,0.13533300490703204,0.0,0.0
20.0,600.0,0.007203728113304321,0.021188732020867296,0.014828921100373631,0.8906849576653729,-0.000913523549163874,0.13533300490703204,0.0,0.0
21.0,600.0,0.0070436599339829395,0.021744494009274903,0.015520874247678333,0.9016164618988356,-0.0008843468376091279,0.13533300490703204,0.0,0.0
22.0,600.0,0.006964365189002669,0.022365020806939397,0.016205683992461393,0.911454815708952,-0.0008560493850871241,0.13533300490703204,0.0,0.0
